N1,N2,N3,N4,N5,N6,N7
15.7540122,0,2.759867023,4.890519367,1.379458221,10.13302282,1.569033217
20.01866235,0.56471658,0,4.478740821,0.736231505,5.386608705,0.65752649
15.10722988,1.178438938,3.055893658,3.38983668,1.067790704,5.177162899,1.329438308
27.1061692,1.476229301,5.632884894,2.318080424,0.833947266,4.142362936,2.16027127
11.90022334,0.939480896,1.13609571,3.286927552,0.785242747,5.902760076,2.419156591
9.045779423,0.161911519,3.803419157,3.23812723,2.317797521,4.442025311,2.738001689
6.802883558,0.777611488,0.625641274,1.116432141,1.003321115,4.62085839,0.987407438
10.39977508,0.858797234,2.167829169,5.49157934,1.535035468,3.750713936,4.121705305
11.71389689,1.447055894,3.045748623,4.27403408,0.204792207,5.282910221,1.460342742
12.74876911,0.418839627,2.984141249,5.3623559,1.068096962,1.703633488,0.678165143
14.67490246,0,1.563405904,4.489059103,1.114212254,3.694776854,2.559043831
3.69673029,0.983339905,2.824950052,0,0.971802647,3.707506828,2.650722578
3.211939385,0.630472729,0,2.431567738,1.939484628,2.470048255,0.044035233
2.153783189,1.422464726,0.45037191,0.297270329,1.64687641,0.22288252,1.260564271
6.935498116,0.045409246,2.54499401,3.464125959,0.974961202,3.209772068,3.033573986
4.755701229,0.00750886,0,2.201714011,1.459758788,5.40261486,0.210478017
9.798538041,0.280724873,1.416769045,3.060122677,1.688664345,3.641821515,1.604340107
0,0,1.414480336,2.579138598,0.683344783,2.993630563,3.588971724
0.121696501,2.68799025,4.785527185,1.678305182,0.527699823,7.402112037,1.817820975
0,0,0.209548032,1.393019625,0.727743308,6.034535509,0.554478369
3.125085427,0.039207882,1.295974341,2.342039825,1.435213734,1.065324169,0.93923557
6.687957159,0,0,6.018633375,0.62795084,3.254954463,0.60557868
7.499232186,0.239691056,2.933673927,5.173378903,0.471806626,2.592488434,1.950698097
9.354980303,0.45838484,1.564229669,1.374373362,0.454713081,2.8920979,0
4.726510877,0.290675964,0,0.247721114,1.146209679,0,0.872988022
