N1_Ori,N2_Ori,N3_Ori,N4_Ori,N5_Ori,N6_Ori,N7_Ori,N8_Ori,N9_Ori,N10_Ori,N11_Ori,N12_Ori,N13_Ori,N14_Ori,N15_Ori,N16_Ori,N17_Ori,N18_Ori,N19_Ori,N20_Ori,N21_Ori,N22_Ori,N23_Ori,N24_Ori,N25_Ori,N26_Ori,N27_Ori,N28_Ori,N29_Ori,N30_Ori,N31_Ori,N32_Ori,N33_Ori,N34_Ori,N35_Ori,N36_Ori,N37_Ori,N38_Ori,N39_Ori,N40_Ori,N41_Ori,N42_Ori,N43_Ori,N44_Ori,N45_Ori,N46_Ori,N47_Ori,N48_Ori,N49_Ori,N50_Ori,N51_Ori,N52_Ori,N53_Ori,N54_Ori,N55_Ori,N56_Ori
84.329254,225.77023,167.50757,186.74397,239.06987,163.26877,123.30223,123.26149,124.001366,193.9364,171.75401,166.73862,191.32574,104.37427,138.49251,133.20593,167.98747,158.74135,121.11838,115.03292,162.62122,143.96227,141.70758,42.362625,194.64557,93.982475,55.0789,114.68617,148.12122,158.00427,171.94876,21.595654,126.64739,132.24489,100.82303,168.14862,114.814354,63.89493,78.6923,11.385491,72.67954,59.625305,37.032925,116.135895,47.384037,90.08493,92.29877,41.99939,92.1716,61.17232,40.77591,121.586,49.72626,47.2237,95.94046,48.843052
86.570435,231.43797,180.8546,198.71199,252.28732,180.71387,128.06197,126.10285,130.13576,201.8536,185.57394,182.83011,207.65547,113.951225,139.41245,140.52354,181.563,173.15767,127.473854,128.42491,177.33759,152.60797,150.45047,45.789135,204.21504,101.50457,57.286,121.19882,156.19035,166.32254,178.88174,22.78389,131.59177,135.62198,106.83346,162.95218,124.35725,64.81025,79.810455,12.04249,78.603455,62.179737,39.735744,119.59591,49.461464,92.05077,93.4339,42.84468,98.928276,62.63153,42.782967,128.19208,51.248974,50.4763,103.13023,50.171402
89.52942,234.84723,198.51022,208.04199,262.09418,195.76697,133.22594,132.29541,137.06299,208.62042,194.90105,194.50346,220.01015,123.162155,140.54803,146.12123,192.47214,186.03632,132.35269,142.431,191.73761,162.02985,158.68742,47.648346,214.66473,109.182556,60.037952,127.34158,161.59027,173.97783,187.32394,23.628801,133.87749,137.35677,112.987144,160.04181,131.67491,66.145294,81.598274,12.491996,84.811295,65.045715,42.542282,122.634705,50.52634,95.50007,95.19432,44.538013,105.388275,64.94791,43.92778,134.01294,52.00969,51.618675,106.86717,51.42015
92.389046,241.6601,214.29395,214.9809,273.31183,206.11351,137.81116,142.56355,142.96434,222.98991,205.02718,203.13745,230.9673,132.8556,146.48155,149.1444,198.27777,198.20341,138.35205,153.68735,200.58429,171.57318,169.05318,49.75652,224.2052,119.09019,63.306328,136.45656,167.94029,180.82129,195.38475,24.800516,140.22374,142.56316,119.89637,162.94319,135.79558,66.94521,84.47085,12.993196,92.54711,68.00594,45.711395,124.66752,51.847084,98.67727,99.064735,46.9463,113.863335,68.3671,45.21042,140.05849,53.72335,54.102722,110.2505,52.505997
95.22475,249.85106,227.46115,226.50293,278.51843,212.42572,140.03345,154.0793,148.22668,232.92001,215.69019,208.59438,239.42032,142.05112,154.12318,150.9445,203.7957,204.60283,145.32748,161.70438,208.41016,179.04402,178.63324,50.887383,232.76413,127.38211,64.79532,144.78688,170.85614,186.60179,195.53522,25.964622,145.69228,147.65936,125.4284,168.22382,140.90204,67.687935,86.13388,13.48249,96.65688,70.40347,47.497295,126.4078,52.82553,102.06445,106.25219,49.96709,120.679985,72.69045,46.41653,145.45818,56.150566,56.89761,110.305145,53.631714
98.43954,258.14697,235.84279,239.46446,281.34903,215.63802,143.61865,163.86343,151.59201,242.49384,230.11304,214.81282,247.03966,148.7898,161.86914,153.63628,210.68144,207.26685,153.30446,170.19876,211.2871,185.31552,187.68524,52.449364,238.75667,134.63525,66.23232,154.32704,172.85033,193.27277,196.38869,27.013588,155.0938,155.52411,132.46442,178.13066,145.84238,69.212074,89.47405,13.826766,99.27014,72.41156,49.87561,128.75648,54.3843,109.148964,111.490265,51.665066,126.847916,75.86931,47.635548,151.01396,58.93336,59.083565,109.702286,54.20385
101.46808,267.245,244.46294,243.32881,292.33133,220.2178,149.7705,173.06464,157.29463,245.85855,240.04459,219.14232,253.00102,153.39407,168.32861,158.44478,218.09048,212.37529,161.43004,172.40733,216.17004,189.166,196.07318,54.09204,242.50331,139.32231,68.84927,161.5762,178.73207,200.28291,198.56108,27.922737,166.5746,164.32828,141.32043,190.83864,149.64972,71.4225,92.36362,14.520714,103.3539,74.06135,52.06168,132.23027,56.31982,114.311935,116.75879,53.417034,132.03378,77.81554,47.65447,157.98506,61.35672,61.28119,109.748695,54.60202
106.16178,280.37445,256.00803,254.91791,304.98495,222.83252,156.00816,179.4388,160.22586,249.46208,246.84535,218.9079,258.84183,155.16678,177.25153,166.87137,224.69933,217.37405,167.46523,171.18303,220.59245,193.47607,202.0041,56.81948,247.42857,142.68472,72.08038,169.15358,188.25609,209.47011,202.74704,28.543232,177.69383,175.2506,150.77904,202.92891,155.42322,74.08506,98.12912,15.033479,107.229904,75.496086,54.394787,137.8146,57.333813,119.583824,118.22151,54.94044,137.27032,79.153046,47.6262,166.04341,63.915684,62.187874,113.56749,55.997116
114.43091,292.11285,266.97592,267.15057,317.89346,225.16328,166.92033,183.59583,165.77356,257.6348,258.4675,221.33397,265.3994,158.90135,186.64328,178.61603,230.9561,225.2491,173.22997,168.13513,229.5596,199.15565,211.00381,60.196415,259.371,146.99863,75.0879,177.29865,199.83667,218.96977,214.06422,30.116959,183.87224,185.37054,159.94356,214.97316,163.47696,79.02627,105.846985,15.881282,110.04371,76.603676,57.37054,143.67627,59.127834,126.09672,121.799774,56.79907,143.51172,80.621,48.347652,171.43343,65.405975,62.663143,118.87274,58.4429
122.867485,303.81796,282.4539,285.79056,336.65674,225.30571,176.44528,190.45473,173.85579,268.40283,269.39185,227.572,274.04034,163.95308,204.33002,194.03264,241.73573,233.94748,178.78798,163.38594,243.11455,210.21738,220.48412,63.35537,271.4942,149.45515,77.95953,191.36707,214.66606,229.57144,230.25813,31.926088,196.21701,196.79799,172.65019,232.19218,175.16812,85.3619,113.12597,16.87383,117.025764,81.35567,60.883198,150.77373,60.32512,131.44017,125.79479,59.00592,151.67598,82.71333,49.603626,180.68105,67.76971,62.797417,128.23927,62.65953
134.63396,317.99872,302.10834,299.47748,346.60907,231.32431,181.9582,197.06734,180.0525,282.9955,283.00415,236.55856,284.81046,164.97333,219.5451,202.28017,244.46017,238.54282,183.99124,167.21344,258.50974,219.03491,227.58739,65.94557,279.50226,150.1525,78.76381,201.59996,231.05464,241.38243,246.5108,33.401165,206.08954,206.65497,184.3701,247.39705,185.66946,89.53959,116.98884,16.832064,122.637566,85.319885,63.768204,152.49934,59.534554,133.29327,132.58192,60.052563,156.3414,84.249016,51.28148,187.2216,71.609215,65.58249,135.1846,65.358475
146.61133,337.73724,322.33844,308.89584,362.72852,233.18173,185.74548,203.05565,190.69754,295.64944,292.6186,247.45271,284.81985,165.70894,227.53896,204.66264,246.74213,237.62451,188.14429,170.73067,267.32922,225.64075,227.64648,66.23484,285.7315,152.17534,79.84133,213.79903,241.96083,256.19467,254.15535,33.254498,213.71431,219.24762,192.77814,263.5713,195.13159,90.69068,120.79223,16.616665,126.50579,88.39538,65.02802,151.41943,58.65408,134.1663,138.2952,60.95376,161.17393,84.39826,52.50443,191.93999,75.29144,69.06914,139.49077,67.76699
148.70306,344.27457,334.39148,316.84595,363.8819,229.53151,182.69518,204.09598,191.79817,302.26355,298.79584,252.89595,273.60944,163.1171,232.97939,203.29947,246.32153,231.25009,191.01791,174.08919,267.80206,223.27948,223.95139,64.86216,291.57962,151.77394,80.42348,221.57297,247.70992,261.96216,254.81955,32.45214,215.8918,225.17026,192.09944,270.80923,203.57063,87.99478,120.10638,15.922206,126.897934,89.55328,64.45202,144.67528,56.21742,127.75641,136.81247,59.57213,162.33545,83.97075,53.344658,186.16405,76.6841,71.86807,138.9579,69.10853
149.14397,356.82935,354.25867,331.04672,370.98526,224.13556,177.61966,204.01479,193.79546,302.6257,304.14597,257.16867,262.37857,160.2969,229.79716,199.84349,245.56215,231.64041,192.22441,176.53731,265.77106,221.16171,217.9527,61.113216,296.14807,150.32823,82.24722,226.85152,247.5298,264.04785,251.34912,31.48954,216.63562,227.99437,191.41513,275.60092,206.40338,85.0722,118.66751,15.818236,125.84492,88.65044,64.39734,140.6788,54.409073,122.380974,136.69597,59.75556,160.70891,83.42103,53.449883,182.2005,77.72475,72.59943,138.10289,70.12583
153.23328,370.5142,368.37738,341.17346,376.39267,221.76797,175.22742,206.78807,195.58511,303.05493,309.6597,264.50992,257.41486,158.62192,226.1299,196.94727,243.99643,233.99115,189.42053,179.92732,264.8947,217.64008,217.1962,60.119175,300.42828,148.76405,84.45534,227.63385,249.62625,264.4823,247.52858,30.173237,213.93834,225.34576,191.84833,277.7915,205.90794,82.1166,118.56653,15.424421,124.593575,87.31994,64.87192,137.40201,52.583843,117.86632,134.82202,57.96537,161.60333,82.89502,53.11005,177.51273,77.39307,73.56527,137.67747,70.36486
157.37088,381.0294,384.0693,357.56647,379.4384,217.66159,172.36127,208.96344,202.49736,309.35925,322.58508,269.4432,255.54678,156.078,220.81866,194.71365,243.3418,235.76727,191.43163,184.90918,258.12347,216.53827,216.60754,58.567974,304.64468,144.381,87.91433,231.54204,247.78915,263.3,245.83708,28.686337,215.2572,218.54457,195.93028,281.6875,204.79645,81.56289,117.395134,14.649241,125.93547,87.04798,65.252464,134.21867,50.163307,115.6711,136.46507,55.25355,162.22241,81.34448,52.122444,174.8084,77.50452,72.99568,138.3252,70.26106
161.63718,377.13818,397.85275,364.7458,380.03854,211.17697,165.49846,208.35349,202.63083,309.8486,323.39056,274.32877,254.78322,153.2096,210.89293,191.13489,239.51527,237.2207,187.57999,184.63174,248.16373,209.2447,213.13994,56.788982,304.6062,143.56941,90.65075,232.72208,242.35806,261.6773,238.58545,26.870106,212.1559,212.52916,194.90561,277.151,198.98247,80.74222,117.103775,13.941423,123.49269,83.70936,64.30944,133.26111,47.57779,114.98925,137.23944,53.806526,160.67824,79.74962,50.516422,168.31361,76.42569,71.78566,133.6151,68.69447
166.92725,375.4864,404.04755,374.12207,373.38962,201.14198,159.87175,203.9133,202.79039,310.95038,324.6667,274.37628,250.96806,150.26083,202.3713,186.89763,233.54396,234.59682,184.38911,183.03685,239.6057,201.80598,205.2111,54.876724,299.84473,139.8457,91.3625,232.72775,234.923,256.69724,235.56512,25.387434,208.17021,204.89256,191.37683,275.77,192.54672,79.274055,114.39301,13.11883,119.3025,81.31198,64.075516,129.76987,44.957726,114.217896,135.42291,50.53788,154.29868,77.99157,49.146164,162.86456,75.69554,69.23534,127.72353,64.658775
166.6337,370.03156,397.538,378.10687,369.21017,188.73264,157.5121,191.68561,203.55894,306.1375,320.51947,273.61603,245.31506,146.47507,196.30093,181.62502,225.8422,230.1985,184.61035,174.84534,232.09721,198.34935,198.9765,53.573395,287.76434,137.4308,89.746376,228.8684,228.51956,245.88997,232.83199,24.80548,204.70305,198.66289,186.54524,276.05215,187.14142,79.22359,112.09985,13.26755,114.87421,80.26792,64.42847,127.63255,43.57823,113.54514,133.44806,48.45148,145.66878,75.18091,48.74742,159.27039,74.47714,66.11421,125.64179,61.455666
165.09828,378.89417,404.9021,381.6227,366.217,187.18105,158.47229,187.31667,201.76183,297.1269,307.42416,271.67224,246.79707,143.64189,196.01335,178.33493,225.47289,225.635,179.96988,165.17491,229.87088,194.68063,194.64493,52.354424,275.92664,133.05656,87.829346,221.10085,217.70477,235.2416,231.98936,23.206388,205.17474,189.91635,181.79408,272.89484,184.07579,76.538605,112.46079,13.299419,109.15146,77.88743,64.81707,125.00063,42.718636,111.56428,127.82896,48.287586,134.25414,73.12076,46.871307,157.41609,73.95649,62.751984,125.30726,57.49451
166.68208,384.16287,408.87442,395.0988,366.01428,188.80286,151.59822,183.86522,201.9248,293.43716,306.71704,272.71637,250.41249,142.19864,197.03722,178.79066,226.71585,221.64552,176.88757,161.28009,223.69861,193.61263,189.30981,53.567757,271.4127,132.04797,87.51022,218.75224,212.041,229.47604,227.26602,21.62616,207.32082,186.76617,181.13521,268.20563,183.93939,75.67189,110.90548,13.169019,108.58291,75.330536,66.442215,124.62484,42.96352,111.10819,128.84941,47.610516,131.4597,70.74113,44.318695,157.98277,71.9525,59.750713,125.23774,56.363716
160.81937,387.11115,417.97598,395.55286,364.85837,186.22353,153.77478,184.22398,202.4985,290.17416,307.7179,272.9966,250.11188,139.71504,198.91017,183.16322,228.26294,216.93059,177.84915,160.60463,218.52966,187.26614,191.68416,54.598415,272.95026,132.96245,88.9827,215.78299,213.13504,230.15627,226.20314,21.522997,210.43759,183.7032,179.96515,268.49817,189.0337,75.681595,110.27539,13.1771965,108.63681,74.647156,66.44303,122.24011,43.24938,110.35344,128.64621,48.332397,130.99185,68.34184,43.455837,154.16608,70.18287,59.555153,126.87517,56.32699
159.1531,377.8245,419.95416,400.0575,359.1063,183.59485,149.2087,178.4723,200.4617,288.83194,303.14413,268.11917,247.6321,138.27937,199.78825,183.53835,224.44093,217.94763,172.3713,160.07837,213.95894,182.12183,190.36325,54.94193,270.7666,131.0394,89.32171,212.99832,208.77266,230.28719,229.55257,20.672857,206.26385,181.79176,180.1166,262.13675,191.14537,75.49982,107.4445,12.467887,105.585625,74.44,66.242645,120.639,41.579018,108.31674,127.08231,47.163265,128.76389,67.56626,41.268425,148.97218,67.41383,57.95552,124.31455,54.512638
158.57826,373.12335,410.03696,396.67703,362.9308,182.51639,148.60988,179.19493,195.83783,286.01532,292.54724,265.92252,249.50214,139.70935,196.67885,179.65204,220.46959,221.70099,166.27538,158.91985,209.9947,185.80135,188.88332,55.31011,274.8805,128.39275,86.83576,214.5384,208.23471,232.95143,225.25137,21.448843,202.783,178.0375,180.46243,258.31232,190.4723,74.48905,107.10927,11.868965,104.96051,75.78604,66.47199,118.90378,39.829216,112.83928,126.9413,45.448536,126.02848,68.47656,41.25606,145.32942,66.85656,58.47789,123.70714,52.821507
156.18791,373.6315,410.0402,393.96436,357.41696,183.2167,149.12811,178.86983,191.30539,280.54196,289.7218,264.42578,245.7757,139.8521,197.68251,179.35909,213.99356,215.88142,166.65613,157.66138,209.36008,183.73232,189.76334,56.117966,272.5594,129.4976,85.96019,213.095,207.44025,230.11903,222.65726,21.704493,202.53926,175.25304,175.58005,259.119,184.3434,72.81522,105.319305,11.761863,102.72694,75.20412,66.62221,117.26734,39.301777,111.19697,125.52262,45.226894,121.559,68.87631,41.025772,143.95691,67.030205,57.978687,121.66635,52.010185
154.71944,365.3959,405.9775,394.239,349.95398,187.32863,147.22964,177.53607,191.66837,275.0085,287.26364,260.65048,244.772,139.78848,199.91127,180.55266,214.58075,215.09113,164.26668,153.07861,205.12526,178.52078,191.15646,56.78501,272.04077,130.15152,86.41915,206.4828,205.40552,228.94377,220.31718,21.535782,202.65231,174.31015,174.53178,253.6562,184.10219,74.20242,106.01189,11.852585,103.985344,74.77118,65.061134,117.37915,39.82818,111.072845,126.220604,45.74575,122.25597,67.58966,40.549095,143.94136,65.475746,58.086124,119.78931,52.106575
153.02678,361.8801,402.03278,392.1369,346.94852,187.71893,145.27841,181.89192,189.96848,270.34702,279.55542,253.28017,240.34195,135.99529,205.89769,179.9189,218.00876,209.49457,165.50423,151.77847,206.91982,175.93137,193.61064,57.329277,269.90958,130.3599,86.09485,204.75131,206.03014,226.15417,219.69131,21.793236,202.15451,174.71875,170.43672,251.46362,183.02455,72.54466,104.54782,12.09981,103.03902,75.22372,65.87912,116.50716,39.398705,108.009285,123.92449,46.69949,119.276436,67.366455,40.70297,145.74072,65.69665,57.35508,119.28309,52.47019
152.39215,350.78143,397.66956,390.4445,345.2605,187.0978,145.43677,184.52603,186.43806,268.33862,275.65274,247.00365,242.51488,136.40695,205.15524,178.65213,218.25914,212.38354,165.87576,153.883,207.9386,174.6229,193.29004,56.579666,269.22485,131.90506,85.76277,208.19807,210.74513,226.62663,222.28503,22.378595,199.66348,170.866,170.54083,252.52766,182.15129,73.18877,102.81191,12.0939,102.92991,76.07833,66.59331,117.29316,38.81314,110.73732,124.69872,46.87788,117.37307,67.73223,40.817997,147.79301,65.509964,57.227703,117.44062,51.606052
147.59645,346.11926,390.53693,379.90317,346.09592,191.51604,149.05144,186.06631,188.41496,270.63815,272.29742,244.27354,242.4884,135.0393,210.71246,179.89445,220.14438,213.39555,161.56973,155.99933,207.08902,173.96106,194.67415,58.75446,270.97275,132.01137,86.76392,207.0828,212.35664,225.40756,226.02238,22.91607,201.82071,176.37932,174.28894,249.25403,190.43503,73.91212,101.61745,11.781492,108.546326,77.232376,67.311905,119.70825,39.404957,111.28587,125.94129,46.17572,121.53727,69.23595,41.123672,149.41159,64.99117,59.07235,121.86663,53.643513
145.74873,339.60992,382.3656,379.3338,342.2166,196.55252,155.68475,188.0798,189.58882,267.52078,271.55795,242.6759,245.17468,138.35565,214.59451,179.48582,221.1048,213.8076,163.54549,160.22888,207.49127,179.65807,200.46387,60.48223,272.6065,132.44908,86.82536,206.69441,218.4514,226.19548,229.9786,23.670837,203.34201,178.61774,176.63725,248.80714,194.7254,75.2213,99.869415,11.68604,113.68736,79.21592,67.30058,121.858925,38.998325,113.263725,126.284,46.007683,124.599815,70.21799,42.813213,151.26543,65.97504,61.049038,124.44401,55.1149
146.04034,344.09262,389.20126,387.2004,349.9248,202.13136,159.92497,190.18509,192.842,272.59772,274.7124,238.42563,251.56393,140.52533,219.10896,182.41116,224.77533,214.90796,166.70097,162.27605,211.85231,186.14288,205.30013,61.642616,274.642,133.43224,87.204956,205.68192,223.05827,228.52292,230.47331,24.198809,207.32553,181.8481,177.35023,252.31592,198.56339,76.701454,100.9851,11.934482,116.15862,79.627655,68.58405,123.0142,39.771484,114.21194,129.98006,47.685123,128.47737,70.862686,43.281067,154.689,66.49836,62.68353,127.8732,57.675873
143.65318,345.77106,402.71402,391.8015,353.23996,209.36542,162.77156,192.40707,197.97667,276.31186,273.24878,238.79929,255.61105,144.53265,221.98141,189.0887,232.06174,218.8551,167.4954,165.06879,216.19493,186.09076,211.66695,62.28292,278.13318,135.57477,89.08397,206.22487,229.82155,227.13997,238.38948,24.151094,210.21341,184.93213,178.94531,254.32701,203.82689,77.160065,102.64151,12.191284,116.93912,82.04004,69.34122,125.799385,40.912933,114.94251,130.40092,48.52001,130.33975,73.673454,43.65415,158.7247,66.86754,63.822655,130.00491,59.763504
145.74991,348.11145,413.49646,397.30518,362.28986,218.7595,168.61804,196.09824,198.78716,281.19934,286.2438,240.90009,263.88367,150.40465,228.35425,195.21597,234.03462,220.3935,168.8227,171.53003,227.63708,193.29298,216.38362,64.59906,281.91583,139.59552,88.96619,211.97421,237.49583,228.95714,243.60791,25.086462,216.66275,183.77383,179.99388,257.1115,204.0693,79.04427,103.95074,12.379067,119.67049,82.022514,71.23291,129.15222,42.93244,116.72537,135.2312,50.180447,134.13391,74.94475,44.554432,164.3817,68.75421,65.07042,131.75754,62.357353
146.29446,359.58755,434.9878,408.62982,378.97592,227.17801,176.40508,201.84949,206.72206,289.03464,298.33163,249.15845,272.92447,157.43755,235.12927,201.78929,241.63261,229.37566,172.78125,176.54597,235.7645,199.26044,225.61426,66.79173,295.12762,144.80745,90.76802,218.94157,244.35477,237.84097,246.2271,25.857996,224.30927,189.43875,184.21942,262.21176,213.03462,81.516335,107.21926,12.703236,126.494026,82.13264,73.076805,133.5609,44.083347,120.01346,139.59122,53.00546,140.92792,77.09318,45.927753,167.55159,70.13942,67.634056,138.7548,65.72459
151.54312,365.6763,451.0824,418.8288,391.5905,233.5673,186.83363,206.71043,212.05362,301.24863,309.68015,255.48297,282.24295,163.76115,242.7463,208.63963,247.7065,239.47707,175.78893,181.90225,246.05223,206.22353,234.55284,69.29005,304.7324,145.88324,91.427826,223.40343,249.34435,244.29123,253.52118,27.042507,228.44032,192.14674,188.17001,268.8051,218.1385,84.92269,110.62259,12.852554,132.55725,81.97944,73.41322,136.01004,44.853184,125.053505,141.90022,53.444973,146.70784,79.29548,47.407547,167.05946,71.577644,70.51047,144.78583,67.99091
154.5871,380.03775,456.76196,437.758,410.51685,240.15321,188.99315,213.57564,219.38913,310.0276,318.44595,258.54462,287.10345,169.69244,247.16684,211.48634,254.4613,247.14465,180.17836,185.01892,249.68416,217.00374,237.53581,69.918915,313.30118,150.7007,92.39942,228.44644,255.49095,251.68736,255.72273,27.687994,235.80493,197.4641,190.59511,274.97305,222.39548,85.53921,114.29555,13.226573,136.7278,83.28405,76.09773,136.886,46.246277,126.91716,145.11926,54.575882,151.73233,80.371124,49.132458,172.7273,73.71347,73.088974,148.3985,69.99356
158.83813,394.76736,482.95084,457.87204,424.5596,247.94743,193.88821,217.31412,225.95634,322.7549,332.52658,268.369,297.04614,175.31027,248.4069,216.5648,261.1443,256.0662,188.2424,191.2976,260.40692,220.54285,243.06111,70.482544,321.52893,155.56998,94.93076,236.00948,263.9744,258.8661,264.51825,27.457872,239.68053,200.93846,194.25555,285.01526,224.95836,86.0661,117.88912,13.368168,135.84286,84.39576,77.62766,140.10104,46.811676,127.39658,147.63014,56.199753,153.80931,82.56985,49.573143,174.99164,75.17327,74.35877,149.84677,71.355934
164.10295,403.48322,488.42383,471.48383,443.0133,252.46973,195.50684,224.695,227.07887,332.7343,341.5943,274.5745,302.09976,179.14941,251.54202,218.6012,264.16046,262.9657,192.92717,196.2847,269.19113,230.7108,244.14758,70.593,328.11075,158.91483,95.32116,246.47021,267.58356,265.96442,270.4777,27.945068,244.62276,203.34158,196.68661,289.24045,225.28772,86.24519,119.04797,13.326188,137.93365,86.090996,80.111374,142.44872,46.903416,129.75877,150.13368,57.19975,153.92964,85.38357,50.427387,178.85284,78.54452,75.37801,150.28221,71.609245
168.25517,409.87906,500.61224,482.93378,448.58472,254.00436,195.22858,227.67291,229.39989,332.1076,348.91287,284.44266,303.28912,182.27917,252.3104,223.32292,262.96396,267.24097,193.65216,198.7682,270.90384,227.57239,245.2272,71.02548,333.8794,164.10881,97.176895,248.8248,271.03513,270.77597,271.1576,27.694035,246.74615,202.63884,196.82927,292.56628,225.15071,86.08656,120.434425,13.500236,138.55838,85.176056,80.059944,143.52081,47.131443,129.3748,149.7555,57.184345,154.77252,86.22751,50.10429,176.52612,78.43116,75.54046,150.54665,71.57152
172.75798,413.848,500.93387,499.22894,451.86252,257.2279,193.95679,226.4749,233.0044,334.84128,355.66974,293.4236,303.71918,182.55652,249.16019,224.69217,267.40594,268.06458,195.59312,197.70985,269.9225,225.68791,243.57487,71.357,333.5044,163.61624,98.18365,249.76996,267.35138,271.18918,271.2893,27.109976,247.39503,204.20802,201.25961,296.5145,224.47534,86.49167,120.833466,13.521385,137.1535,84.59929,79.341,141.67494,47.28109,129.80165,152.48999,56.48775,155.95287,84.66008,49.204197,175.70326,78.272575,74.75845,150.8763,69.90724
172.81473,422.45197,506.73007,501.28964,451.6365,252.9053,194.71774,223.40593,237.1212,337.91864,363.2477,296.44806,302.84927,181.90207,249.06952,224.98721,266.78116,271.85416,195.85114,196.14368,265.89072,224.42075,240.80289,70.79223,335.84195,162.79976,99.40049,250.32542,264.71112,274.97806,271.83286,26.583637,248.36044,205.91777,202.64865,297.0313,226.74281,86.706024,122.67567,13.449419,137.96338,84.54088,78.860374,142.21268,47.10793,129.15286,152.25328,56.201694,156.5579,84.04455,49.349007,174.38336,77.75708,74.47362,151.56859,70.43583
177.43462,425.26477,504.7501,507.11926,448.76938,247.67009,192.41129,221.56017,233.4483,342.3639,361.47522,297.3116,299.58548,177.73303,247.3296,223.9575,269.11304,276.33316,195.76402,197.80316,265.11908,221.54291,238.88152,70.00029,335.4553,161.24788,98.474464,249.91557,260.8366,279.93958,272.62604,27.766857,246.40826,201.31215,203.46565,299.26736,227.47614,87.75689,123.00213,12.982923,135.29486,85.72766,80.70787,137.44537,46.72779,131.31796,149.40727,54.98702,152.12846,83.94614,48.920483,171.08266,78.021904,73.861046,151.81168,67.812996
172.5419,428.208,500.3757,500.2627,440.49973,242.7608,183.37724,214.91034,232.7118,337.98898,360.69406,298.25003,289.37598,172.66055,241.32135,222.75247,261.86893,265.79984,193.75925,193.25146,255.46375,215.45912,229.192,68.2882,326.66025,158.84267,99.099625,248.59914,252.39879,274.16705,271.8911,25.639488,243.78972,201.8994,203.01064,296.2304,226.73427,84.36188,121.63686,12.405019,131.28749,84.73885,78.89312,134.01927,46.006996,124.42028,148.16501,53.254124,148.639,81.69424,46.465244,167.01799,75.537224,70.87662,148.54457,67.28056
168.81406,419.2594,485.47824,491.2509,421.85458,232.46413,178.41815,210.94182,228.39117,324.89246,351.2001,291.03656,279.74023,166.58437,233.15787,216.9963,256.22906,255.58061,190.50787,185.88484,241.8058,207.17441,222.63422,66.47519,315.75528,154.40424,98.182915,239.4631,244.79211,269.01135,262.6472,24.712765,240.12206,195.79008,196.31537,289.80035,220.25615,81.153244,120.27861,12.104349,125.60718,82.73202,76.73525,130.11098,44.728577,121.05028,143.40144,52.26432,143.02438,77.65089,45.329224,161.66827,74.65,68.18262,141.6933,63.983215
167.8309,413.26083,479.6161,481.3499,407.05536,220.07053,168.96658,204.91754,222.5848,313.47775,346.98706,291.84088,267.85605,162.3722,225.61093,212.39612,248.76097,250.53635,188.08795,180.82646,230.39996,194.73401,214.9752,64.22273,309.6988,153.83005,98.55637,232.57713,234.07346,263.69647,255.34317,23.611444,234.70291,189.63628,192.35573,286.77264,214.04204,79.63763,117.54536,11.938152,119.85539,80.10226,74.01468,126.838486,45.20143,118.45518,139.66087,51.22162,136.45686,75.008064,43.285976,156.58163,73.37515,64.6087,135.59688,59.885567
165.4821,413.0849,472.99988,468.18356,392.40375,213.73639,166.11176,197.8062,218.63687,304.23477,338.82306,288.91064,261.02466,156.02313,224.25212,206.63217,242.73741,242.25856,181.67775,174.96703,224.4646,189.09012,212.42694,64.31163,301.2444,147.25824,96.47212,224.53705,225.11089,255.58159,248.45049,23.278349,231.22876,185.79921,189.14897,283.12988,209.98387,78.881195,116.69886,11.851303,116.16018,79.01106,72.03804,122.28802,44.919933,117.07149,136.56786,49.848827,131.46355,72.402824,43.23012,153.3793,72.65624,63.504913,135.06593,58.01378
163.35942,411.77325,469.9589,461.59277,387.50644,208.93071,163.99237,194.36842,216.20503,302.07538,334.84525,283.1019,257.4083,151.27527,220.48836,205.15253,240.33067,235.38953,181.82509,173.60817,219.37459,187.35034,207.64384,63.58244,294.9988,144.13338,95.431885,222.56564,222.9897,252.9453,246.48213,22.724022,230.30827,185.27168,187.62506,281.65347,208.66685,76.37731,115.98204,11.512386,112.23481,78.34492,71.90857,121.46033,44.184895,114.22219,135.43433,49.58261,129.11404,70.898994,42.94232,152.03114,72.49697,62.344784,134.0165,57.724075
159.84206,404.4204,455.4701,450.68262,376.01212,200.73209,159.93686,189.97954,211.83475,294.9098,329.06522,276.55966,253.71675,147.44354,215.50613,201.12138,235.56964,229.0257,179.39859,167.27638,214.38605,181.89732,202.90868,62.442482,287.5144,142.13893,93.96048,218.33188,215.35744,247.37834,241.38715,21.862873,226.2126,182.57011,185.90831,276.8669,203.79659,75.804436,114.98825,11.446512,107.153305,76.636185,71.14717,119.68578,43.910553,112.84025,133.47586,49.013283,125.38329,69.69,41.569435,151.15234,71.064156,60.610237,128.5331,55.661972
